geoid10,Sum_acres_res,Sum_acres_sf8_7,prct_sf,CNTY,TRACT,BG,Total_pop,White_non_Hisp,Black_non_Hisp,AIAN_non_Hisp,API_non_Hisp,Other_2_non_Hisp,Hispanic_or_Latino,Total_Minority,pWhite_non_Hisp,pBlack_non_Hisp,pAIAN_non_Hisp,pAPI_non_Hisp,pOther_2__non_Hisp,pHispanic_or_Latino,pTotal_Minority,White__Black,White_AIAN,White__API,White__Other_2_,White__Hispanic,White__Minority,Black__AIAN,Black__API,Black__Other_2_,Black__Hispanic,AIAN__Asian,AIAN__Other_2_,AIAN__Hispanic,API__Other_2_,API__Hispanic,Other_2___Hispanic
5.3033E+11,84.91260147,60.15628956,0.708449494,33,1702,1,2037,1401,189,0,126,118,203,636,0.0005,0.0008,0,0.0002,0.0005,0.0005,0.0004,-3.1085,5.2793,3.0763,0.5175,0.3246,0.9919,8.3878,6.1848,3.626,3.4331,-2.203,-4.7618,-4.9547,-2.5588,-2.7517,-0.1929
5.3033E+11,80.28291049,71.28164884,0.887880726,33,1702,2,1250,727,0,33,150,137,203,523,0.0003,0,0.0012,0.0003,0.0006,0.0005,0.0004,2.7395,-8.7841,0.1169,-2.789,-2.2152,-0.7861,-11.5236,-2.6226,-5.5285,-4.9547,8.9009,5.995,6.5689,-2.9059,-2.332,0.5739
5.3033E+11,72.72471101,57.04968455,0.784460794,33,1702,3,1197,980,51,9,36,63,58,217,0.0004,0.0002,0.0003,0.0001,0.0003,0.0001,0.0001,1.4295,0.5501,3.0634,1.1505,2.2772,2.23,-0.8794,1.6339,-0.2789,0.8477,2.5134,0.6005,1.7272,-1.9129,-0.7862,1.1267
5.3033E+11,78.41035678,72.14330491,0.920073672,33,1702,4,627,376,11,0,204,12,24,251,0.0001,0,0,0.0004,0,0.0001,0.0002,0.9287,1.4169,-2.1499,0.9326,0.8311,-0.2752,0.4882,-3.0786,0.0039,-0.0976,-3.5668,-0.4842,-0.5858,3.0825,2.981,-0.1015
5.3033E+11,104.2415422,76.85117629,0.737241359,33,1800,1,1713,1174,2,0,264,135,138,539,0.0004,0,0,0.0005,0.0005,0.0003,0.0004,4.3351,4.4239,-0.1919,-1.0239,1.0557,0.7904,0.0888,-4.5271,-5.3591,-3.2794,-4.6158,-5.4478,-3.3682,-0.832,1.2476,2.0796
5.3033E+11,60.31180031,19.48274666,0.323033744,33,1800,2,1571,1169,0,0,248,67,87,402,0.0004,0,0,0.0004,0.0003,0.0002,0.0003,4.405,4.405,0.069,1.7013,2.2816,1.6951,0,-4.3361,-2.7037,-2.1234,-4.3361,-2.7037,-2.1234,1.6323,2.2126,0.5803
5.3033E+11,68.44555466,29.89932784,0.436833743,33,1800,3,1696,1368,35,0,162,65,66,328,0.0005,0.0002,0,0.0003,0.0003,0.0002,0.0002,3.6016,5.1549,2.3225,2.5319,3.544,2.9438,1.5533,-1.2791,-1.0697,-0.0576,-2.8324,-2.623,-1.6109,0.2094,1.2216,1.0121
5.3033E+11,189.2526196,39.99670467,0.211340296,33,1900,1,2210,1243,62,15,626,117,147,967,0.0005,0.0003,0.0005,0.0011,0.0005,0.0004,0.0007,1.9324,-0.5541,-6.2612,-0.0375,1.096,-1.8348,-2.4864,-8.1935,-1.9699,-0.8363,-5.7071,0.5165,1.6501,6.2237,7.3572,1.1336
5.3033E+11,102.3996002,91.65774664,0.895098677,33,1900,2,1555,1262,89,0,125,49,30,293,0.0005,0.0004,0,0.0002,0.0002,0.0001,0.0002,0.8057,4.7555,2.57,2.7781,4.0233,2.7803,3.9498,1.7643,1.9724,3.2176,-2.1855,-1.9774,-0.7322,0.2082,1.4533,1.2451
5.3033E+11,119.3205588,118.6653247,0.994508624,33,1900,3,1314,1127,15,0,71,83,18,187,0.0004,0.0001,0,0.0001,0.0003,0,0.0001,3.5811,4.2468,3.0054,0.8974,3.8075,2.9862,0.6657,-0.5757,-2.6837,0.2264,-1.2414,-3.3494,-0.4393,-2.108,0.802,2.9101
5.3033E+11,137.5575886,124.6745354,0.906344293,33,2000,1,1649,1261,11,0,234,68,75,388,0.0005,0,0,0.0004,0.0003,0.0002,0.0003,4.2635,4.7517,0.6604,2.0076,2.9212,2.1362,0.4882,-3.6031,-2.2559,-1.3424,-4.0913,-2.7441,-1.8305,1.3472,2.2608,0.9135
5.3033E+11,76.06544522,71.05619422,0.934145511,33,2000,2,1185,976,12,9,91,67,30,209,0.0004,0.0001,0.0003,0.0002,0.0003,0.0001,0.0001,3.1452,0.535,2.0867,0.9741,2.9456,2.2689,-2.6102,-1.0585,-2.1712,-0.1997,1.5517,0.4391,2.4106,-1.1127,0.8588,1.9715
5.3033E+11,66.07635372,60.67721801,0.918289442,33,2000,3,1020,800,31,0,106,54,29,220,0.0003,0.0001,0,0.0002,0.0002,0.0001,0.0001,1.6388,3.0146,1.1613,0.8355,2.3068,1.5315,1.3758,-0.4775,-0.8034,0.668,-1.8533,-2.1791,-0.7078,-0.3258,1.1455,1.4713
5.3033E+11,140.2857265,135.302896,0.964480845,33,2100,1,1784,1489,39,0,218,33,5,295,0.0006,0.0002,0,0.0004,0.0001,0,0.0002,3.8801,5.6109,1.7993,4.2792,5.4888,3.6222,1.7308,-2.0807,0.3991,1.6088,-3.8115,-1.3317,-0.122,2.4799,3.6895,1.2097
5.3033E+11,87.78992679,63.48763279,0.723176737,33,2100,2,1192,1014,11,0,93,55,19,178,0.0004,0,0,0.0002,0.0002,0,0.0001,3.3328,3.821,2.1949,1.6015,3.3572,2.6211,0.4882,-1.1379,-1.7313,0.0244,-1.626,-2.2195,-0.4637,-0.5935,1.1623,1.7557
5.3033E+11,109.3168202,82.52448099,0.7549111,33,2100,3,1477,919,23,0,282,61,192,558,0.0003,0.0001,0,0.0005,0.0002,0.0005,0.0004,2.4423,3.463,-1.4675,1.0014,-1.2232,-0.2986,1.0207,-3.9098,-1.4409,-3.6655,-4.9305,-2.4616,-4.6862,2.4689,0.2444,-2.2246
5.3033E+11,152.2353615,151.5606443,0.995567934,33,2200,1,1822,1367,0,0,124,273,58,455,0.0005,0,0,0.0002,0.0011,0.0001,0.0003,5.1512,5.1512,2.9831,-5.8655,3.7355,2.0839,0,-2.168,-11.0167,-1.4156,-2.168,-11.0167,-1.4156,-8.8486,0.7524,9.6011
5.3033E+11,140.3078562,138.0182356,0.983681451,33,2200,2,1514,1214,0,0,158,35,107,300,0.0005,0,0,0.0003,0.0001,0.0003,0.0002,4.5746,4.5746,1.8121,3.1622,1.963,2.5523,0,-2.7625,-1.4124,-2.6116,-2.7625,-1.4124,-2.6116,1.3501,0.1509,-1.1992
5.3033E+11,150.4053717,144.5048187,0.960769001,33,2200,3,1316,850,0,0,326,73,67,466,0.0003,0,0,0.0006,0.0003,0.0002,0.0003,3.203,3.203,-2.4969,0.2571,1.5677,0.0616,0,-5.6998,-2.9459,-1.6353,-5.6998,-2.9459,-1.6353,2.754,4.0646,1.3106
5.3033E+11,243.0887431,239.4023381,0.984835147,33,2200,4,1239,889,0,0,256,57,37,350,0.0003,0,0,0.0004,0.0002,0.0001,0.0002,3.3499,3.3499,-1.126,1.0498,2.4469,0.9906,0,-4.4759,-2.3002,-0.9031,-4.4759,-2.3002,-0.9031,2.1758,3.5729,1.3971
5.3033E+11,102.2300319,97.37120359,0.952471615,33,2400,1,987,834,0,0,81,39,33,153,0.0003,0,0,0.0001,0.0002,0.0001,0.0001,3.1427,3.1427,1.7265,1.5689,2.3373,2.1113,0,-1.4162,-1.5738,-0.8054,-1.4162,-1.5738,-0.8054,-0.1576,0.6108,0.7684
5.3033E+11,44.01265222,36.13518223,0.821018058,33,2400,2,940,520,12,0,325,72,11,420,0.0002,0.0001,0,0.0006,0.0003,0,0.0003,1.4269,1.9595,-3.7229,-0.946,1.691,-0.8718,0.5326,-5.1498,-2.3729,0.2641,-5.6824,-2.9055,-0.2685,2.7769,5.4139,2.637
5.3033E+11,95.43788852,90.98474947,0.953339925,33,2400,3,1464,1283,0,0,81,18,82,181,0.0005,0,0,0.0001,0.0001,0.0002,0.0001,4.8346,4.8346,3.4184,4.1083,2.8332,3.6145,0,-1.4162,-0.7264,-2.0014,-1.4162,-0.7264,-2.0014,0.6898,-0.5852,-1.275
5.3033E+11,153.6910228,151.6975217,0.987029163,33,2500,1,1672,1212,40,10,175,194,41,460,0.0005,0.0002,0.0003,0.0003,0.0008,0.0001,0.0003,2.7919,1.0751,1.5074,-3.2616,3.5664,1.4662,-1.7168,-1.2845,-6.0535,0.7745,0.4323,-4.3367,2.4913,-4.769,2.059,6.828
5.3033E+11,89.52910379,76.18420038,0.850943404,33,2500,2,1779,1436,0,0,170,94,79,343,0.0005,0,0,0.0003,0.0004,0.0002,0.0002,5.4112,5.4112,2.4389,1.6179,3.483,3.099,0,-2.9723,-3.7933,-1.9282,-2.9723,-3.7933,-1.9282,-0.821,1.0441,1.8651
5.3033E+11,60.62702274,51.08446046,0.842602162,33,2600,1,1107,751,0,0,148,39,169,356,0.0003,0,0,0.0003,0.0002,0.0004,0.0002,2.8299,2.8299,0.2423,1.2561,-1.2949,0.4301,0,-2.5877,-1.5738,-4.1248,-2.5877,-1.5738,-4.1248,1.0138,-1.5372,-2.551
5.3033E+11,100.1998328,95.10603654,0.949163625,33,2600,2,1579,1218,29,0,147,150,35,361,0.0005,0.0001,0,0.0003,0.0006,0.0001,0.0002,3.3027,4.5897,2.0195,-1.4634,3.7354,2.1561,1.287,-1.2832,-4.7661,0.4328,-2.5702,-6.0531,-0.8543,-3.4829,1.7159,5.1989
5.3033E+11,80.21971715,64.01672069,0.798017283,33,2600,3,1576,1301,9,0,152,84,30,275,0.0005,0,0,0.0003,0.0003,0.0001,0.0002,4.503,4.9025,2.2449,1.5127,4.1702,3.0486,0.3994,-2.2582,-2.9903,-0.3328,-2.6576,-3.3897,-0.7322,-0.7322,1.9254,2.6575
5.3033E+11,65.99640104,52.56738591,0.796518978,33,2600,4,1115,845,0,0,69,111,90,270,0.0003,0,0,0.0001,0.0004,0.0002,0.0002,3.1841,3.1841,1.9777,-1.2952,0.9875,1.364,0,-1.2064,-4.4793,-2.1966,-1.2064,-4.4793,-2.1966,-3.2729,-0.9902,2.2827
5.3033E+11,89.49946628,85.50545842,0.955373948,33,2700,1,1759,1394,40,0,135,190,0,365,0.0005,0.0002,0,0.0002,0.0008,0,0.0002,3.4777,5.2529,2.8925,-2.4144,5.2529,2.7924,1.7752,-0.5852,-5.8921,1.7752,-2.3604,-7.6673,0,-5.3069,2.3604,7.6673
5.3033E+11,123.0766681,122.2750522,0.993486857,33,2700,2,1701,1324,19,0,99,163,96,377,0.0005,0.0001,0,0.0002,0.0007,0.0002,0.0003,4.1459,4.9891,3.2582,-1.5886,2.646,2.4477,0.8432,-0.8877,-5.7345,-1.4999,-1.7309,-6.5777,-2.3431,-4.8468,-0.6122,4.2346
5.3033E+11,77.95037117,71.41294407,0.916133471,33,2700,3,1411,955,14,0,319,59,64,456,0.0004,0.0001,0,0.0006,0.0002,0.0002,0.0003,2.9773,3.5986,-1.9788,1.2178,2.0366,0.5247,0.6213,-4.9561,-1.7596,-0.9407,-5.5774,-2.3809,-1.5621,3.1966,4.0154,0.8188
5.3033E+11,103.2802264,77.61240547,0.751474006,33,2700,4,1522,1095,1,0,224,71,131,427,0.0004,0,0,0.0004,0.0003,0.0003,0.0003,4.0818,4.1262,0.2097,1.2611,0.9289,1.2477,0.0444,-3.8721,-2.8208,-3.153,-3.9165,-2.8651,-3.1973,1.0513,0.7191,-0.3322
5.3033E+11,64.90535654,57.79439599,0.890441083,33,2800,1,1366,1068,3,0,144,71,80,298,0.0004,0,0,0.0003,0.0003,0.0002,0.0002,3.8913,4.0245,1.5067,1.1593,2.0719,2.0156,0.1331,-2.3846,-2.732,-1.8194,-2.5177,-2.8651,-1.9526,-0.3474,0.5651,0.9126
5.3033E+11,49.77788674,39.61632737,0.795861977,33,2800,2,1146,891,66,0,30,139,20,255,0.0003,0.0003,0,0.0001,0.0006,0,0.0002,0.4284,3.3575,2.833,-2.2517,2.8693,1.6385,2.9291,2.4045,-2.6802,2.4409,-0.5245,-5.6092,-0.4881,-5.0847,0.0364,5.1211
5.3033E+11,47.34955098,38.7446557,0.818268704,33,2800,3,1237,1004,0,0,160,36,37,233,0.0004,0,0,0.0003,0.0001,0.0001,0.0002,3.7833,3.7833,0.9858,2.3305,2.8802,2.2126,0,-2.7975,-1.4527,-0.9031,-2.7975,-1.4527,-0.9031,1.3447,1.8944,0.5497
5.3033E+11,80.95368805,64.03254823,0.79097753,33,2800,4,1395,977,113,0,31,240,34,418,0.0004,0.0005,0,0.0001,0.001,0.0001,0.0003,-1.3334,3.6816,3.1395,-6.0034,2.8517,0.8638,5.0149,4.4729,-4.6701,4.1851,-0.542,-9.685,-0.8298,-9.143,-0.2878,8.8552
5.3033E+11,89.13436928,74.56048049,0.836495295,33,2900,1,1859,1478,1,1,67,219,93,381,0.0006,0,0,0.0001,0.0009,0.0002,0.0003,5.525,5.2202,4.398,-3.2681,3.2996,3.0011,-0.3048,-1.1271,-8.7932,-2.2255,-0.8222,-8.4884,-1.9207,-7.6661,-1.0984,6.5677
5.3033E+11,81.6811069,74.68140025,0.914304459,33,2900,2,1539,1307,0,0,174,9,49,232,0.0005,0,0,0.0003,0,0.0001,0.0002,4.9251,4.9251,1.8828,4.5619,3.7291,3.3611,0,-3.0422,-0.3632,-1.196,-3.0422,-0.3632,-1.196,2.6791,1.8463,-0.8328
5.3033E+11,72.8673066,63.81269549,0.875738359,33,2900,3,1458,1271,0,0,48,56,83,187,0.0005,0,0,0.0001,0.0002,0.0002,0.0001,4.7894,4.7894,3.9502,2.5296,2.7636,3.5288,0,-0.8392,-2.2598,-2.0258,-0.8392,-2.2598,-2.0258,-1.4206,-1.1866,0.234
5.3033E+11,101.5000713,96.11550781,0.94695015,33,3000,1,1725,1417,2,0,167,105,34,308,0.0005,0,0,0.0003,0.0004,0.0001,0.0002,5.2508,5.3396,2.4197,1.1024,4.5097,3.2633,0.0888,-2.8311,-4.1484,-0.7411,-2.9199,-4.2372,-0.8298,-1.3173,2.09,3.4073
5.3033E+11,90.65588512,71.60453643,0.789849841,33,3000,2,1362,1128,0,0,75,0,159,234,0.0004,0,0,0.0001,0,0.0004,0.0002,4.2506,4.2506,2.9392,4.2506,0.3698,2.6731,0,-1.3113,0,-3.8807,-1.3113,0,-3.8807,1.3113,-2.5694,-3.8807
5.3033E+11,96.55604092,85.63090557,0.886851871,33,3000,3,1445,1173,0,0,105,83,84,272,0.0004,0,0,0.0002,0.0003,0.0002,0.0002,4.4201,4.4201,2.5843,1.0707,2.3699,2.5865,0,-1.8358,-3.3494,-2.0502,-1.8358,-3.3494,-2.0502,-1.5136,-0.2144,1.2992
5.3033E+11,80.25344548,72.07215239,0.898056799,33,3000,4,1796,1481,0,0,52,166,97,315,0.0006,0,0,0.0001,0.0007,0.0002,0.0002,5.5807,5.5807,4.6716,-1.1181,3.2132,3.4573,0,-0.9092,-6.6988,-2.3675,-0.9092,-6.6988,-2.3675,-5.7896,-1.4583,4.3313
5.3033E+11,75.56397991,70.15547949,0.928424887,33,3100,1,939,844,0,0,37,45,13,95,0.0003,0,0,0.0001,0.0002,0,0.0001,3.1804,3.1804,2.5335,1.3644,2.8631,2.54,0,-0.6469,-1.8159,-0.3173,-0.6469,-1.8159,-0.3173,-1.169,0.3296,1.4986
5.3033E+11,76.70067769,75.10610049,0.97921039,33,3100,2,1269,1084,0,14,13,0,158,185,0.0004,0,0.0005,0,0,0.0004,0.0001,4.0848,-0.804,3.8575,4.0848,0.2284,2.8376,-4.8888,-0.2273,0,-3.8563,4.6615,4.8888,1.0324,0.2273,-3.629,-3.8563
5.3033E+11,73.03433541,67.47645935,0.923900505,33,3100,3,1304,1026,0,0,75,42,161,278,0.0004,0,0,0.0001,0.0002,0.0004,0.0002,3.8662,3.8662,2.5549,2.1713,-0.0634,1.9922,0,-1.3113,-1.6949,-3.9296,-1.3113,-1.6949,-3.9296,-0.3836,-2.6182,-2.2347
5.3033E+11,95.07370783,95.07370783,1,33,3100,4,1437,1294,0,0,27,84,32,143,0.0005,0,0,0,0.0003,0.0001,0.0001,4.8761,4.8761,4.404,1.4863,4.095,3.9121,0,-0.4721,-3.3897,-0.781,-0.4721,-3.3897,-0.781,-2.9177,-0.309,2.6087
5.3033E+11,212.0088972,205.7691634,0.970568529,33,3100,5,1602,1257,0,83,126,51,85,345,0.0005,0,0.0029,0.0002,0.0002,0.0002,0.0002,4.7367,-24.2468,2.5336,2.6786,2.662,2.411,-28.9835,-2.203,-2.0581,-2.0746,26.7805,26.9254,26.9089,0.1449,0.1284,-0.0166
5.3033E+11,47.22109363,35.49025482,0.7515763,33,3200,1,1152,1100,33,0,0,19,0,52,0.0004,0.0001,0,0,0.0001,0,0,2.6805,4.145,4.145,3.3783,4.145,3.7945,1.4645,1.4645,0.6978,1.4645,0,-0.7667,0,-0.7667,0,0.7667
5.3033E+11,47.9703315,0.021142919,0.00044075,33,3200,2,1435,1066,0,0,112,100,157,369,0.0004,0,0,0.0002,0.0004,0.0004,0.0002,4.0169,4.0169,2.0587,-0.0185,0.185,1.5294,0,-1.9582,-4.0354,-3.8319,-1.9582,-4.0354,-3.8319,-2.0772,-1.8737,0.2035
5.3033E+11,52.88239974,6.457602531,0.122112509,33,3200,3,1475,1244,21,25,104,81,0,231,0.0005,0.0001,0.0009,0.0002,0.0003,0,0.0002,3.7557,-4.0423,2.8693,1.419,4.6877,3.1305,-7.798,-0.8864,-2.3367,0.932,6.9116,5.4613,8.73,-1.4503,1.8184,3.2687
5.3033E+11,64.16710871,40.59494978,0.63264421,33,3200,4,1118,835,0,0,56,38,189,283,0.0003,0,0,0.0001,0.0002,0.0005,0.0002,3.1465,3.1465,2.1674,1.613,-1.4665,1.2387,0,-0.9791,-1.5335,-4.613,-0.9791,-1.5335,-4.613,-0.5543,-3.6338,-3.0795
5.3033E+11,47.51183541,46.53999047,0.979545203,33,3200,5,848,755,0,0,37,28,28,93,0.0003,0,0,0.0001,0.0001,0.0001,0.0001,2.845,2.845,2.1981,1.7151,2.1616,2.2181,0,-0.6469,-1.1299,-0.6834,-0.6469,-1.1299,-0.6834,-0.483,-0.0365,0.4465
5.3033E+11,148.6548079,88.02453062,0.592140489,33,3200,6,2036,1780,0,0,52,110,94,256,0.0007,0,0,0.0001,0.0004,0.0002,0.0002,6.7074,6.7074,5.7983,2.2685,4.4132,4.9817,0,-0.9092,-4.439,-2.2943,-0.9092,-4.439,-2.2943,-3.5298,-1.3851,2.1447
5.3033E+11,78.5982407,76.99819665,0.97964275,33,3200,7,1076,865,0,0,62,76,73,211,0.0003,0,0,0.0001,0.0003,0.0002,0.0001,3.2595,3.2595,2.1755,0.1926,1.4778,1.8371,0,-1.084,-3.0669,-1.7817,-1.084,-3.0669,-1.7817,-1.9829,-0.6977,1.2852
5.3033E+11,78.98892237,49.75122181,0.629850621,33,3300,1,1659,1497,18,0,12,72,60,162,0.0006,0.0001,0,0,0.0003,0.0001,0.0001,4.8422,5.641,5.4312,2.7355,4.1766,4.549,0.7988,0.589,-2.1067,-0.6656,-0.2098,-2.9055,-1.4644,-2.6957,-1.2546,1.4411
5.3033E+11,55.4597498,42.9401727,0.77425832,33,3300,2,948,758,16,0,59,19,96,190,0.0003,0.0001,0,0.0001,0.0001,0.0002,0.0001,2.1462,2.8563,1.8247,2.0896,0.5132,1.5755,0.7101,-0.3215,-0.0567,-1.633,-1.0316,-0.7667,-2.3431,0.2648,-1.3115,-1.5764
5.3033E+11,64.68834647,,0,33,3300,3,2626,1953,0,0,291,100,282,673,0.0007,0,0,0.0005,0.0004,0.0007,0.0005,7.3593,7.3593,2.2714,3.3239,0.4765,2.8226,0,-5.0879,-4.0354,-6.8828,-5.0879,-4.0354,-6.8828,1.0525,-1.7949,-2.8474
5.3033E+11,52.19565237,9.602548768,0.183972196,33,3300,4,1683,1140,98,0,125,217,103,543,0.0004,0.0004,0,0.0002,0.0009,0.0003,0.0004,-0.0534,4.2958,2.1102,-4.4611,1.7818,0.6353,4.3492,2.1637,-4.4076,1.8353,-2.1855,-8.7569,-2.5139,-6.5713,-0.3284,6.2429
5.3033E+11,68.9892987,60.59202487,0.878281502,33,3300,5,1289,903,0,0,135,239,12,386,0.0003,0,0,0.0002,0.001,0,0.0003,3.4027,3.4027,1.0423,-6.2419,3.1098,0.8006,0,-2.3604,-9.6446,-0.2929,-2.3604,-9.6446,-0.2929,-7.2843,2.0675,9.3518
5.3033E+11,65.02700994,57.3529369,0.881986377,33,3400,1,1421,1218,0,0,98,67,38,203,0.0005,0,0,0.0002,0.0003,0.0001,0.0001,4.5897,4.5897,2.8762,1.886,3.6622,3.2212,0,-1.7134,-2.7037,-0.9275,-1.7134,-2.7037,-0.9275,-0.9903,0.786,1.7763
5.3033E+11,62.75241885,56.94441769,0.90744578,33,3400,2,1096,1021,11,0,36,10,18,75,0.0004,0,0,0.0001,0,0,0.0001,3.3592,3.8474,3.2179,3.4438,3.408,3.3418,0.4882,-0.1413,0.0846,0.0488,-0.6294,-0.4035,-0.4393,0.2259,0.1901,-0.0358
5.3033E+11,66.71920269,61.21145497,0.917448838,33,3400,3,1087,818,43,0,89,59,78,269,0.0003,0.0002,0,0.0002,0.0002,0.0002,0.0002,1.1741,3.0824,1.5263,0.7015,1.1786,1.269,1.9083,0.3522,-0.4726,0.0046,-1.5561,-2.3809,-1.9038,-0.8248,-0.3477,0.4771
5.3033E+11,86.09291004,77.22114184,0.896951233,33,3500,1,1412,1058,8,0,204,72,70,354,0.0004,0,0,0.0004,0.0003,0.0002,0.0002,3.6317,3.9868,0.42,1.0813,2.2783,1.6004,0.355,-3.2117,-2.5505,-1.3535,-3.5668,-2.9055,-1.7085,0.6613,1.8583,1.197
5.3033E+11,82.91554996,74.38840376,0.897158661,33,3500,2,1476,1210,10,0,66,146,44,266,0.0005,0,0,0.0001,0.0006,0.0001,0.0002,4.1157,4.5595,3.4056,-1.3322,3.4856,2.7664,0.4438,-0.7102,-5.4479,-0.6301,-1.154,-5.8917,-1.0739,-4.7378,0.08,4.8178
5.3033E+11,148.445418,138.7090671,0.93441124,33,3500,3,1381,1191,18,2,73,10,87,190,0.0004,0.0001,0.0001,0.0001,0,0.0002,0.0001,3.6891,3.7896,3.2116,4.0844,2.3645,3.2071,0.1004,-0.4775,0.3953,-1.3246,-0.5779,0.2949,-1.425,0.8728,-0.8471,-1.7199
5.3033E+11,96.46714334,56.22001318,0.58278924,33,3600,1,1676,1080,0,0,376,205,15,596,0.0004,0,0,0.0007,0.0008,0,0.0004,4.0697,4.0697,-2.5044,-4.2029,3.7036,0.052,0,-6.574,-8.2726,-0.3661,-6.574,-8.2726,-0.3661,-1.6986,6.2079,7.9065
5.3033E+11,56.75534095,4.021816433,0.070862343,33,3600,2,2045,1589,22,0,200,133,101,456,0.0006,0.0001,0,0.0003,0.0005,0.0002,0.0003,5.0113,5.9877,2.4909,0.6206,3.5226,2.9137,0.9764,-2.5205,-4.3907,-1.4888,-3.4968,-5.3671,-2.4651,-1.8703,1.0317,2.902
5.3033E+11,75.6614674,73.36725108,0.969677877,33,3600,3,1438,1193,0,0,57,105,83,245,0.0004,0,0,0.0001,0.0004,0.0002,0.0002,4.4955,4.4955,3.4989,0.2583,2.4697,2.8439,0,-0.9966,-4.2372,-2.0258,-0.9966,-4.2372,-2.0258,-3.2406,-1.0292,2.2114
5.3033E+11,66.74995191,24.51106996,0.367207305,33,3600,4,2435,1896,65,0,359,43,72,539,0.0007,0.0003,0,0.0006,0.0002,0.0002,0.0004,4.2599,7.1445,0.8677,5.4093,5.3872,3.5111,2.8847,-3.3921,1.1495,1.1274,-6.2768,-1.7352,-1.7573,4.5416,4.5195,-0.0221
5.3033E+11,85.44451112,71.83493901,0.840720347,33,3800,1,1315,1035,30,0,174,53,23,280,0.0004,0.0001,0,0.0003,0.0002,0.0001,0.0002,2.5687,3.9001,0.8579,1.7613,3.3387,2.0126,1.3314,-1.7109,-0.8074,0.77,-3.0422,-2.1388,-0.5614,0.9035,2.4809,1.5774
5.3033E+11,68.8901967,67.01746794,0.972815744,33,3800,2,1156,757,13,1,202,130,53,399,0.0003,0.0001,0,0.0004,0.0005,0.0001,0.0003,2.2756,2.5033,-0.6793,-2.3935,1.559,0.1628,0.2277,-2.9549,-4.6691,-0.7166,-3.1826,-4.8968,-0.9444,-1.7142,2.2382,3.9525
5.3033E+11,140.6059024,127.7960587,0.908895406,33,3900,1,1940,1478,0,0,254,164,44,462,0.0006,0,0,0.0004,0.0007,0.0001,0.0003,5.5694,5.5694,1.1285,-1.0487,4.4955,2.455,0,-4.441,-6.6181,-1.0739,-4.441,-6.6181,-1.0739,-2.1771,3.3671,5.5442
5.3033E+11,100.0134319,100.0134319,1,33,3900,2,1157,925,21,34,109,27,41,232,0.0003,0.0001,0.0012,0.0002,0.0001,0.0001,0.0002,2.5536,-8.3871,1.5798,2.396,2.4849,1.9217,-10.9408,-0.9738,-0.1576,-0.0687,9.967,10.7832,10.8721,0.8162,0.9051,0.0889
5.3033E+11,544.1998978,489.8977655,0.90021657,33,4000,1,2258,1405,332,0,265,214,42,853,0.0005,0.0015,0,0.0005,0.0009,0.0001,0.0006,-9.4397,5.2943,0.661,-3.3414,4.2692,-0.4558,14.7341,10.1008,6.0983,13.709,-4.6333,-8.6358,-1.0251,-4.0025,3.6082,7.6107
5.3033E+11,83.2968508,83.2968508,1,33,4000,2,978,890,0,0,64,14,10,88,0.0003,0,0,0.0001,0.0001,0,0.0001,3.3537,3.3537,2.2347,2.7888,3.1096,2.7605,0,-1.119,-0.565,-0.2441,-1.119,-0.565,-0.2441,0.554,0.8749,0.3209
5.3033E+11,89.81730585,64.37690664,0.716753927,33,4100,1,1205,940,0,0,194,43,28,265,0.0004,0,0,0.0003,0.0002,0.0001,0.0002,3.5421,3.5421,0.1502,1.8069,2.8587,1.7557,0,-3.3919,-1.7352,-0.6834,-3.3919,-1.7352,-0.6834,1.6567,2.7085,1.0518
5.3033E+11,273.1962844,269.8145035,0.987621424,33,4100,2,1975,1534,2,0,189,89,161,441,0.0006,0,0,0.0003,0.0004,0.0004,0.0003,5.6917,5.7804,2.4759,2.1889,1.8509,2.8076,0.0888,-3.2157,-3.5028,-3.8408,-3.3045,-3.5915,-3.9296,-0.287,-0.6251,-0.338
5.3033E+11,116.0490142,116.0490142,1,33,4100,3,1785,1411,89,0,163,122,0,374,0.0005,0.0004,0,0.0003,0.0005,0,0.0003,1.3672,5.317,2.467,0.3938,5.317,2.7958,3.9498,1.0999,-0.9734,3.9498,-2.8499,-4.9232,0,-2.0733,2.8499,4.9232
5.3033E+11,119.1484899,95.9215239,0.805058662,33,4100,4,1009,765,3,4,199,28,10,244,0.0003,0,0.0001,0.0003,0.0001,0,0.0002,2.7495,1.4859,-0.5967,1.7528,2.6386,1.2379,-1.2637,-3.3462,-0.9968,-0.1109,-2.0826,0.2669,1.1527,2.3494,3.2353,0.8858
5.3033E+11,91.00216787,74.27377986,0.81617594,33,4100,5,1227,873,0,0,220,93,41,354,0.0003,0,0,0.0004,0.0004,0.0001,0.0002,3.2897,3.2897,-0.5569,-0.4633,2.289,0.9033,0,-3.8465,-3.7529,-1.0007,-3.8465,-3.7529,-1.0007,0.0936,2.8458,2.7522
5.3033E+11,115.0334046,114.7871463,0.997859245,33,4100,6,901,901,0,0,0,0,0,0,0.0003,0,0,0,0,0,0,3.3952,3.3952,3.3952,3.3952,3.3952,3.3952,0,0,0,0,0,0,0,0,0,0
