FID,Join_Count,TARGET_FID,STATEFP10,COUNTYFP10,TRACTCE10,BLKGRPCE10,GEOID10,FID_FLU_di,OBJECTID,Jurisdicti,Juris_zn,Zone_adj,Jurisdic_1,Zone_adj_1,Juris_zn_1,Key,Definition,Res_Use,MaxDU_Res
188,1,188,53,33,32318,1,530330323181.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
189,1,189,53,33,23403,2,530330234032.0,-1,0, , , , , , , , , ,0
190,1,190,53,33,29700,4,530330297004.0,560,563,King,King_A-10,A-10,King,A-10,King_A-10,King_A-10,Agricultural,Y,0.1
191,1,191,53,33,29700,3,530330297003.0,-1,0, , , , , , , , , ,0
192,1,192,53,33,29700,2,530330297002.0,568,571,King,King_R-1,R-1,King,R-1,King_R-1,King_R-1,Residential,Y,1
193,1,193,53,33,29700,1,530330297001.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
194,1,194,53,33,29602,1,530330296021.0,-1,0, , , , , , , , , ,0
195,1,195,53,33,29601,4,530330296014.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
196,1,196,53,33,29601,3,530330296013.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
197,1,197,53,33,32307,5,530330323075.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
198,1,198,53,33,21904,1,530330219041.0,684,687,Kirkland,Kirkland_RSA 6,RSA 6,Kirkland,RSA 6,Kirkland_RSA 6,Kirkland_RSA 6,Single family residential,Y,6
199,1,199,53,33,22400,5,530330224005.0,-1,0, , , , , , , , , ,0
200,1,200,53,33,22400,6,530330224006.0,716,719,Kirkland,Kirkland_WD II,WD II,Kirkland,WD II,Kirkland_WD II,Kirkland_WD II,Waterfront district,Y,3.48
201,1,201,53,33,22901,2,530330229012.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
202,1,202,53,33,22702,1,530330227021.0,680,683,Kirkland,Kirkland_RS 7.2,RS 7.2,Kirkland,RS 7.2,Kirkland_RS 7.2,Kirkland_RS 7.2,Single family residential,Y,6.05
203,1,203,53,33,25003,5,530330250035.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
204,1,204,53,33,22702,3,530330227023.0,681,684,Kirkland,Kirkland_RS 8.5,RS 8.5,Kirkland,RS 8.5,Kirkland_RS 8.5,Kirkland_RS 8.5,Single family residential,Y,5.12
205,1,205,53,33,25602,1,530330256021.0,1109,1117,Renton,Renton_R-6,R-6,Renton,R-6,Renton_R-6,Renton_R-6,Residential 6,Y,6
206,1,206,53,33,25804,1,530330258041.0,1109,1117,Renton,Renton_R-6,R-6,Renton,R-6,Renton_R-6,Renton_R-6,Residential 6,Y,6
207,1,207,53,33,25702,3,530330257023.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
208,1,208,53,33,25805,3,530330258053.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
209,1,209,53,33,25806,1,530330258061.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
210,1,210,53,33,31903,4,530330319034.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
211,1,211,53,33,25804,2,530330258042.0,1109,1117,Renton,Renton_R-6,R-6,Renton,R-6,Renton_R-6,Renton_R-6,Residential 6,Y,6
212,1,212,53,33,11700,2,530330117002.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
213,1,213,53,33,11700,1,530330117001.0,-1,0, , , , , , , , , ,0
214,1,214,53,33,11600,6,530330116006.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
215,1,215,53,33,11600,5,530330116005.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
216,1,216,53,33,11600,4,530330116004.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
217,1,217,53,33,11600,3,530330116003.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
218,1,218,53,33,11600,2,530330116002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
219,1,219,53,33,11600,1,530330116001.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
220,1,220,53,33,11500,2,530330115002.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
221,1,221,53,33,11500,1,530330115001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
222,1,222,53,33,11402,3,530330114023.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
223,1,223,53,33,11402,2,530330114022.0,-1,0, , , , , , , , , ,0
224,1,224,53,33,11402,1,530330114021.0,-1,0, , , , , , , , , ,0
225,1,225,53,33,5600,5,530330056005.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
226,1,226,53,33,5600,4,530330056004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
227,1,227,53,33,5600,1,530330056001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
228,1,228,53,33,5400,4,530330054004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
229,1,229,53,33,5400,3,530330054003.0,-1,0, , , , , , , , , ,0
230,1,230,53,33,5400,2,530330054002.0,-1,0, , , , , , , , , ,0
231,1,231,53,33,5400,1,530330054001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
232,1,232,53,33,5302,3,530330053023.0,-1,0, , , , , , , , , ,0
233,1,233,53,33,5302,2,530330053022.0,-1,0, , , , , , , , , ,0
234,1,234,53,33,5302,1,530330053021.0,-1,0, , , , , , , , , ,0
235,1,235,53,33,5301,4,530330053014.0,-1,0, , , , , , , , , ,0
236,1,236,53,33,5301,3,530330053013.0,-1,0, , , , , , , , , ,0
237,1,237,53,33,5301,2,530330053012.0,-1,0, , , , , , , , , ,0
238,1,238,53,33,5301,1,530330053011.0,-1,0, , , , , , , , , ,0
239,1,239,53,33,5200,5,530330052005.0,-1,0, , , , , , , , , ,0
240,1,240,53,33,5200,4,530330052004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
241,1,241,53,33,500,1,530330005001.0,1396,1404,Seattle,Seattle_SF 9600,SF 9600,Seattle,SF 9600,Seattle_SF 9600,Seattle_SF 9600,Single family residential,Y,4.53
242,1,242,53,33,25302,3,530330253023.0,-1,0, , , , , , , , , ,0
243,1,243,53,33,25302,1,530330253021.0,-1,0, , , , , , , , , ,0
244,1,244,53,33,21700,4,530330217004.0,-1,0, , , , , , , , , ,0
245,1,245,53,33,21700,5,530330217005.0,-1,0, , , , , , , , , ,0
246,1,246,53,33,32321,3,530330323213.0,560,563,King,King_A-10,A-10,King,A-10,King_A-10,King_A-10,Agricultural,Y,0.1
247,1,247,53,33,25804,3,530330258043.0,1105,1113,Renton,Renton_R-1,R-1,Renton,R-1,Renton_R-1,Renton_R-1,Residential 1,Y,1
248,1,248,53,33,27100,2,530330271002.0,218,219,Burien,"Burien_RS-7,200","RS-7,200",Burien,"RS-7,200","Burien_RS-7,200",Burien_RS-7200,Residential single family 7200,Y,6.05
249,1,249,53,33,28000,1,530330280001.0,-1,0, , , , , , , , , ,0
250,1,250,53,33,27600,3,530330276003.0,217,218,Burien,"Burien_RS-12,000","RS-12,000",Burien,"RS-12,000","Burien_RS-12,000",Burien_RS-12000,Residential single family  12000,Y,3.63
251,1,251,53,33,27800,3,530330278003.0,218,219,Burien,"Burien_RS-7,200","RS-7,200",Burien,"RS-7,200","Burien_RS-7,200",Burien_RS-7200,Residential single family 7200,Y,6.05
252,1,252,53,33,28500,1,530330285001.0,-1,0, , , , , , , , , ,0
253,1,253,53,33,30003,2,530330300032.0,264,265,DesMoines,DesMoines_RS-7200,RS-7200,DesMoines,RS-7200,DesMoines_RS-7200,DesMoines_RS-7200,"Single family 7,200",Y,6.05
254,1,254,53,33,25400,3,530330254003.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
255,1,255,53,33,31204,4,530330312044.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
256,1,256,53,33,25500,1,530330255001.0,-1,0, , , , , , , , , ,0
257,1,257,53,33,25500,2,530330255002.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
258,1,258,53,33,25601,1,530330256011.0,1109,1117,Renton,Renton_R-6,R-6,Renton,R-6,Renton_R-6,Renton_R-6,Residential 6,Y,6
259,1,259,53,33,25702,2,530330257022.0,574,577,King,King_R-6,R-6,King,R-6,King_R-6,King_R-6,Residential,Y,9
260,1,260,53,33,25806,3,530330258063.0,1110,1118,Renton,Renton_R-8,R-8,Renton,R-8,Renton_R-8,Renton_R-8,Residential 8,Y,8
261,1,261,53,33,32318,3,530330323183.0,1131,1139,Sammamish,Sammamish_R-4,R-4,Sammamish,R-4,Sammamish_R-4,Sammamish_R-4,Residential 4,Y,4
262,1,262,53,33,32704,2,530330327042.0,580,583,King,King_UR,UR,King,UR,King_UR,King_UR,Urban reserve,Y,0.2
263,1,263,53,33,32702,4,530330327024.0,580,583,King,King_UR,UR,King,UR,King_UR,King_UR,Urban reserve,Y,0.2
264,1,264,53,33,32702,3,530330327023.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
265,1,265,53,33,32702,1,530330327021.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
266,1,266,53,33,32702,2,530330327022.0,563,566,King,King_F,F,King,F,King_F,King_F,Forest,Y,0.01
267,1,267,53,33,32800,2,530330328002.0,563,566,King,King_F,F,King,F,King_F,King_F,Forest,Y,0.01
268,1,268,53,33,32800,1,530330328001.0,563,566,King,King_F,F,King,F,King_F,King_F,Forest,Y,0.01
269,1,269,53,33,21803,2,530330218032.0,169,170,Bothell,"Bothell_R 8,400","R 8,400",Bothell,"R 8,400","Bothell_R 8,400",Bothell_R-8400,Residential 8400 min lot,Y,5.18
270,1,270,53,33,22606,1,530330226061.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
271,1,271,53,33,22606,4,530330226064.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
272,1,272,53,33,22902,1,530330229021.0,1082,1090,Redmond,Redmond_R-4,R-4,Redmond,R-4,Redmond_R-4,Redmond_R-4,Single family urban,Y,8
273,1,273,53,33,22902,2,530330229022.0,1080,1088,Redmond,Redmond_R-3,R-3,Redmond,R-3,Redmond_R-3,Redmond_R-3,Single family constrained,Y,4
274,1,274,53,33,23403,3,530330234033.0,-1,0, , , , , , , , , ,0
275,1,275,53,33,23404,2,530330234042.0,498,501,Issaquah,Issaquah_SF-SL,SF-SL,Issaquah,SF-SL,Issaquah_SF-SL,Issaquah_SF-SL,Single family - small lot,Y,7.26
276,1,276,53,33,22803,1,530330228031.0,-1,0, , , , , , , , , ,0
277,1,277,53,33,22803,2,530330228032.0,1082,1090,Redmond,Redmond_R-4,R-4,Redmond,R-4,Redmond_R-4,Redmond_R-4,Single family urban,Y,8
278,1,278,53,33,22802,3,530330228023.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
279,1,279,53,33,31100,5,530330311005.0,41,42,Auburn,Auburn_RMHC,RMHC,Auburn,RMHC,Auburn_RMHC,Auburn_R-MHC,Manufactured/mobile home,Y,10
280,1,280,53,33,31100,4,530330311004.0,38,39,Auburn,Auburn_R5,R5,Auburn,R5,Auburn_R5,Auburn_R-5,Residential zone - 5 DU/acre,Y,5
281,1,281,53,33,29601,2,530330296012.0,557,560,Kent,Kent_SR-4.5,SR-4.5,Kent,SR-4.5,Kent_SR-4.5,Kent_SR-4.5,Single family residential,Y,4.53
282,1,282,53,33,29504,3,530330295043.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
283,1,283,53,33,29504,2,530330295042.0,-1,0, , , , , , , , , ,0
284,1,284,53,33,29504,1,530330295041.0,559,562,Kent,Kent_SR-8,SR-8,Kent,SR-8,Kent_SR-8,Kent_SR-8,Single family residential,Y,8.71
285,1,285,53,33,29503,5,530330295035.0,-1,0, , , , , , , , , ,0
286,1,286,53,33,29503,4,530330295034.0,-1,0, , , , , , , , , ,0
287,1,287,53,33,29503,3,530330295033.0,-1,0, , , , , , , , , ,0
288,1,288,53,33,29503,2,530330295032.0,-1,0, , , , , , , , , ,0
289,1,289,53,33,29503,1,530330295031.0,559,562,Kent,Kent_SR-8,SR-8,Kent,SR-8,Kent_SR-8,Kent_SR-8,Single family residential,Y,8.71
290,1,290,53,33,29502,1,530330295021.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
291,1,291,53,33,29408,3,530330294083.0,-1,0, , , , , , , , , ,0
292,1,292,53,33,24100,1,530330241001.0,1636,1644,YarrowPoint,YarrowPoint_Single Family Residential 15000 sq ft,Single Family Residential 15000 sq ft,YarrowPoint,Single Family Residential 15000 sq ft,YarrowPoint_Single Family Residential 15000 sq ft,YarrowPoint_R-15,Residential,Y,2.9
293,1,293,53,33,24100,2,530330241002.0,-1,0, , , , , , , , , ,0
294,1,294,53,33,22203,2,530330222032.0,685,688,Kirkland,Kirkland_RSA 8,RSA 8,Kirkland,RSA 8,Kirkland_RSA 8,Kirkland_RSA 8,Single family residential,Y,8
295,1,295,53,33,24800,3,530330248003.0,-1,0, , , , , , , , , ,0
296,1,296,53,33,24702,1,530330247021.0,-1,0, , , , , , , , , ,0
297,1,297,53,33,24902,1,530330249021.0,109,110,Bellevue,Bellevue_R-3.5,R-3.5,Bellevue,R-3.5,Bellevue_R-3.5,Bellevue_R-3.5,Single family residential,Y,3.5
298,1,298,53,33,31907,5,530330319075.0,-1,0, , , , , , , , , ,0
299,1,299,53,33,32309,1,530330323091.0,-1,0, , , , , , , , , ,0
300,1,300,53,33,32103,4,530330321034.0,497,500,Issaquah,Issaquah_SF-S,SF-S,Issaquah,SF-S,Issaquah_SF-S,Issaquah_SF-S,Single family - suburban,Y,4.5
301,1,301,53,33,31907,4,530330319074.0,576,579,King,King_RA-10,RA-10,King,RA-10,King_RA-10,King_RA-10,Rural area,Y,0.1
302,1,302,53,33,24100,4,530330241004.0,230,231,ClydeHill,ClydeHill_R-1,R-1,ClydeHill,R-1,ClydeHill_R-1,ClydeHill_R-1,Residence,Y,2.17
303,1,303,53,33,25200,4,530330252004.0,1105,1113,Renton,Renton_R-1,R-1,Renton,R-1,Renton_R-1,Renton_R-1,Residential 1,Y,1
304,1,304,53,33,11401,2,530330114012.0,-1,0, , , , , , , , , ,0
305,1,305,53,33,11300,5,530330113005.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
306,1,306,53,33,11300,4,530330113004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
307,1,307,53,33,11300,3,530330113003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
308,1,308,53,33,11300,2,530330113002.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
309,1,309,53,33,11300,1,530330113001.0,1395,1403,Seattle,Seattle_SF 7200,SF 7200,Seattle,SF 7200,Seattle_SF 7200,Seattle_SF 7200,Single family residential,Y,6.05
310,1,310,53,33,11200,3,530330112003.0,-1,0, , , , , , , , , ,0
311,1,311,53,33,11200,2,530330112002.0,-1,0, , , , , , , , , ,0
312,1,312,53,33,11200,1,530330112001.0,-1,0, , , , , , , , , ,0
313,1,313,53,33,11102,2,530330111022.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
314,1,314,53,33,11102,4,530330111024.0,-1,0, , , , , , , , , ,0
315,1,315,53,33,11102,3,530330111023.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
316,1,316,53,33,11101,4,530330111014.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
317,1,317,53,33,5200,3,530330052003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
318,1,318,53,33,5200,2,530330052002.0,-1,0, , , , , , , , , ,0
319,1,319,53,33,5200,1,530330052001.0,-1,0, , , , , , , , , ,0
320,1,320,53,33,5100,3,530330051003.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
321,1,321,53,33,5100,2,530330051002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
322,1,322,53,33,5100,1,530330051001.0,-1,0, , , , , , , , , ,0
323,1,323,53,33,5000,3,530330050003.0,-1,0, , , , , , , , , ,0
324,1,324,53,33,5000,2,530330050002.0,-1,0, , , , , , , , , ,0
325,1,325,53,33,4900,5,530330049005.0,-1,0, , , , , , , , , ,0
326,1,326,53,33,4900,4,530330049004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
327,1,327,53,33,4900,3,530330049003.0,-1,0, , , , , , , , , ,0
328,1,328,53,33,4900,2,530330049002.0,-1,0, , , , , , , , , ,0
329,1,329,53,33,4900,1,530330049001.0,-1,0, , , , , , , , , ,0
330,1,330,53,33,4800,4,530330048004.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
331,1,331,53,33,4800,3,530330048003.0,-1,0, , , , , , , , , ,0
332,1,332,53,33,4800,2,530330048002.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
333,1,333,53,33,4800,1,530330048001.0,1394,1402,Seattle,Seattle_SF 5000,SF 5000,Seattle,SF 5000,Seattle_SF 5000,Seattle_SF 5000,Single family residential,Y,8.71
334,1,334,53,33,22605,2,530330226052.0,1083,1091,Redmond,Redmond_R-5,R-5,Redmond,R-5,Redmond_R-5,Redmond_R-5,Single family urban,Y,10
335,1,335,53,33,22605,3,530330226053.0,-1,0, , , , , , , , , ,0
336,1,336,53,33,22801,4,530330228014.0,-1,0, , , , , , , , , ,0
337,1,337,53,33,32316,1,530330323161.0,-1,0, , , , , , , , , ,0
338,1,338,53,33,32313,3,530330323133.0,-1,0, , , , , , , , , ,0
339,1,339,53,33,23201,2,530330232012.0,107,108,Bellevue,Bellevue_R-2.5,R-2.5,Bellevue,R-2.5,Bellevue_R-2.5,Bellevue_R-2.5,Single family residential,Y,2.5
340,1,340,53,33,23201,3,530330232013.0,-1,0, , , , , , , , , ,0
341,1,341,53,33,23202,1,530330232021.0,-1,0, , , , , , , , , ,0
342,1,342,53,33,30305,1,530330303051.0,409,412,FederalWay,FederalWay_SE,SE,FederalWay,SE,FederalWay_SE,FederalWay_SE,Suburban estate,Y,0.2
343,1,343,53,33,30306,1,530330303061.0,407,410,FederalWay,FederalWay_RS7.2,RS7.2,FederalWay,RS7.2,FederalWay_RS7.2,FederalWay_RS-7.2,Single family 7200,Y,6.05
344,1,344,53,33,29206,1,530330292061.0,-1,0, , , , , , , , , ,0
345,1,345,53,33,28802,2,530330288022.0,-1,0, , , , , , , , , ,0
346,1,346,53,33,28403,2,530330284032.0,-1,0, , , , , , , , , ,0
347,1,347,53,33,28902,2,530330289022.0,266,267,DesMoines,DesMoines_RS-9600,RS-9600,DesMoines,RS-9600,DesMoines_RS-9600,DesMoines_RS-9600,"Single family 9,600",Y,4.53
348,1,348,53,33,29004,1,530330290041.0,-1,0, , , , , , , , , ,0
349,1,349,53,33,31800,2,530330318002.0,578,581,King,King_RA-5,RA-5,King,RA-5,King_RA-5,King_RA-5,Rural area,Y,0.2
350,1,350,53,33,32203,4,530330322034.0,1131,1139,Sammamish,Sammamish_R-4,R-4,Sammamish,R-4,Sammamish_R-4,Sammamish_R-4,Residential 4,Y,4
351,1,351,53,33,32318,4,530330323184.0,1131,1139,Sammamish,Sammamish_R-4,R-4,Sammamish,R-4,Sammamish_R-4,Sammamish_R-4,Residential 4,Y,4
352,1,352,53,33,32319,4,530330323194.0,560,563,King,King_A-10,A-10,King,A-10,King_A-10,King_A-10,Agricultural,Y,0.1
353,1,353,53,33,21905,1,530330219051.0,170,171,Bothell,"Bothell_R 9,600","R 9,600",Bothell,"R 9,600","Bothell_R 9,600",Bothell_R-9600,Residential 9600 min lot,Y,4.53
354,1,354,53,33,31202,3,530330312023.0,577,580,King,King_RA-2.5,RA-2.5,King,RA-2.5,King_RA-2.5,King_RA-2.5,Rural area,Y,0.4
355,1,355,53,33,31202,4,530330312024.0,561,564,King,King_A-35,A-35,King,A-35,King_A-35,King_A-35,Agricultural,Y,0.02
356,1,356,53,33,31202,1,530330312021.0,560,563,King,King_A-10,A-10,King,A-10,King_A-10,King_A-10,Agricultural,Y,0.1
357,1,357,53,33,31202,5,530330312025.0,561,564,King,King_A-35,A-35,King,A-35,King_A-35,King_A-35,Agricultural,Y,0.02
358,1,358,53,33,22902,3,530330229023.0,1082,1090,Redmond,Redmond_R-4,R-4,Redmond,R-4,Redmond_R-4,Redmond_R-4,Single family urban,Y,8
359,1,359,53,33,22902,4,530330229024.0,-1,0, , , , , , , , , ,0
360,1,360,53,33,22902,5,530330229025.0,1080,1088,Redmond,Redmond_R-3,R-3,Redmond,R-3,Redmond_R-3,Redmond_R-3,Single family constrained,Y,4
361,1,361,53,33,23604,2,530330236042.0,112,113,Bellevue,Bellevue_R-5,R-5,Bellevue,R-5,Bellevue_R-5,Bellevue_R-5,Single family residential,Y,5
362,1,362,53,33,23604,3,530330236043.0,105,106,Bellevue,Bellevue_R-10,R-10,Bellevue,R-10,Bellevue_R-10,Bellevue_R-10,Multi family residential,Y,10
363,1,363,53,33,24601,1,530330246011.0,861,864,MercerIsland,MercerIsland_R-15,R-15,MercerIsland,R-15,MercerIsland_R-15,MercerIsland_R-15,Single family,Y,2.9
364,1,364,53,33,24602,2,530330246022.0,863,866,MercerIsland,MercerIsland_R-9.6,R-9.6,MercerIsland,R-9.6,MercerIsland_R-9.6,MercerIsland_R-9.6,Single family,Y,4.53
365,1,365,53,33,25701,3,530330257013.0,-1,0, , , , , , , , , ,0
366,1,366,53,33,31100,2,530330311002.0,-1,0, , , , , , , , , ,0
367,1,367,53,33,31100,1,530330311001.0,560,563,King,King_A-10,A-10,King,A-10,King_A-10,King_A-10,Agricultural,Y,0.1
368,1,368,53,33,30902,1,530330309021.0,1677,1685,Pacific,Pacific_RS 6,RS 6,Pacific,RS 6,Pacific_RS 6,Pacific_RS-6,Single family residential,Y,7.26
369,1,369,53,33,30902,2,530330309022.0,1676,1684,Pacific,Pacific_RO,RO,Pacific,RO,Pacific_RO,Pacific_RO,Residential open space,Y,1
370,1,370,53,33,30902,3,530330309023.0,-1,0, , , , , , , , , ,0
371,1,371,53,33,30901,2,530330309012.0,-1,0, , , , , , , , , ,0
372,1,372,53,33,30901,1,530330309011.0,3,4,Algona,Algona_LOWDENSITYRESIDENTIAL,LOWDENSITYRESIDENTIAL,Algona,LOWDENSITYRESIDENTIAL,Algona_LOWDENSITYRESIDENTIAL,Algona_R-L,Low density residential,Y,5.44
373,1,373,53,33,30802,3,530330308023.0,39,40,Auburn,Auburn_R7,R7,Auburn,R7,Auburn_R7,Auburn_R-7,Residential zone - 7 DU/acre,Y,7
374,1,374,53,33,30802,2,530330308022.0,39,40,Auburn,Auburn_R7,R7,Auburn,R7,Auburn_R7,Auburn_R-7,Residential zone - 7 DU/acre,Y,7
375,1,375,53,33,30802,1,530330308021.0,39,40,Auburn,Auburn_R7,R7,Auburn,R7,Auburn_R7,Auburn_R-7,Residential zone - 7 DU/acre,Y,7
376,1,376,53,33,29408,2,530330294082.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
377,1,377,53,33,29408,1,530330294081.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
378,1,378,53,33,29407,3,530330294073.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
379,1,379,53,33,29407,2,530330294072.0,-1,0, , , , , , , , , ,0
380,1,380,53,33,29407,1,530330294071.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
381,1,381,53,33,29406,2,530330294062.0,557,560,Kent,Kent_SR-4.5,SR-4.5,Kent,SR-4.5,Kent_SR-4.5,Kent_SR-4.5,Single family residential,Y,4.53
382,1,382,53,33,29406,1,530330294061.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
383,1,383,53,33,29405,5,530330294055.0,558,561,Kent,Kent_SR-6,SR-6,Kent,SR-6,Kent_SR-6,Kent_SR-6,Single family residential,Y,6.05
